Date,Town,State/Province,Latitude,Longitude,Number,Image
2332,09/28/14,Port Carling,ON,45.1,-79.6,1
2333,09/28/14,Portsmouth,NH,43.1,-70.8,5
2334,09/28/14,Herndon,VA,39,-77.4,4
2335,09/28/14,Connellsville,PA,40,-79.6,3
2336,09/28/14,Stoughton,MA,42.1,-71.2,1
2337,09/28/14,king george,VA,38.3,-77.1,4
2338,09/28/14,york,PA,40,-76.7,1
2339,09/28/14,Chatham,ON,42.4,-82.2,2
2340,09/28/14,DeLancey,NY,42.2,-75,2
2341,09/28/14,Oneonta,NY,42.2,-75,1
2342,09/28/14,Alexandria Bay,NY,44.4,-75.9,1
2343,09/28/14,Lykens,PA,40.6,-76.7,1
2344,09/28/14,Barrie,ON,44.4,-79.7,1
2345,09/28/14,Barnesville,MN,46.7,-96.3,18
2346,09/28/14,Castine,ME,44.4,-68.8,1
2347,09/28/14,Vernon,VT,42.8,-72.5,1
2348,09/28/14,Southold,NY,41.1,-72.4,1
2349,09/28/14,Austin,TX,30.2,-97.7,2
2350,09/28/14,Lindale,TX,32.5,-95.4,1
2351,09/28/14,GRAND RAPIDS,MN,47.2,-93.6,7
2352,09/28/14,Ajax,ON,43.9,-79,1
2353,09/28/14,Hawley,PA,41.5,-75.2,3
2354,09/28/14,Statham,GA,34,-83.6,2
2355,09/28/14,Pocasset,MA,41.7,-70.6,1
2356,09/28/14,Fort Wayne,IN,41.1,-85.2,1
2357,09/28/14,Norwalk,CT,41.1,-73.4,5
2358,09/28/14,Crofton,MD,39,-76.7,5
2359,09/28/14,Bethesda,MD,39,-77.1,1
2360,09/28/14,York Beach,ME,43.2,-70.6,1
2361,09/28/14,Hampton,VA,37,-76.4,1
2362,09/27/14,Knightdale,NC,35.8,-78.5,1
2363,09/27/14,New Hudson,MI,42.5,-83.6,2
2364,09/27/14,Asheboro,NC,35.6,-79.8,1
2365,09/27/14,Carlisle,PA,40.2,-77.2,5
2366,09/27/14,West Nyack,NY,41.1,-74,1
2367,09/27/14,Stony Brook,NY,40.9,-73.1,14
2368,09/27/14,Idabel,OK,33.8,-94.8,1
2369,09/27/14,Rockvale,TN,35.7,-86.5,1
2370,09/27/14,Nashville,TN,36.2,-86.8,14
2371,09/27/14,Markham,ON,43.9,-79.3,2
2372,09/27/14,Kress,TX,34.4,-101.7,1
2373,09/27/14,madison,CT,41.3,-72.6,6
2374,09/27/14,Hagar Shores,MI,42.2,-86.4,4
2375,09/27/14,Danville,IL,40.1,-87.6,2
2376,09/27/14,Toronto,ON,43.7,-79.4,4
2377,09/27/14,Redding,CT,41.3,-73.4,1
2378,09/27/14,Concord,MA,42.5,-71.4,1
2379,09/27/14,Farmington,MN,44.7,-93.1,1
2380,09/27/14,Charlotte,NC,35.2,-80.8,1
2381,09/27/14,Marionville,MO,37,-93.6,4
2382,09/27/14,Sedalia,MO,38.7,-93.3,10
2383,09/27/14,Newburgh,IN,38,-87.4,3
2384,09/27/14,Lincoln,VT,44.1,-73,1
2385,09/27/14,MC NEILL,MS,30.7,-89.7,1
2386,09/27/14,Fergus Falls,MN,46.3,-96.1,5
2387,09/27/14,Newmarket,ON,44.1,-79.5,1
2388,09/27/14,Pisgah,IA,41.8,-95.9,1
2389,09/27/14,Capistrano Beach,CA,33.5,-117.7,2
2390,09/27/14,Jordan,MN,44.7,-93.6,1
2391,09/27/14,New Richmond,WI,45.2,-92.6,10
2392,09/27/14,Chalk Mountain,TX,32.1,-97.9,1
2393,09/27/14,Chalk Mountain,TX,32.1,-97.9,1
2394,09/27/14,Stratford,CT,41.2,-73.1,7
2395,09/27/14,Mount pisgah,NC,35.4,-82.8,3
2396,09/27/14,Mandan,ND,46.7,-101,1
2397,09/27/14,Monona,WI,43,-89.3,6
2398,09/27/14,Minnetonka,MN,44.9,-93.5,4
2399,09/27/14,Hays,NC,36.4,-81.1,1
2400,09/27/14,Lewistown,MO,40.1,-91.8,20
2401,09/27/14,Stony Brook,NY,40.9,-73.1,1
2402,09/27/14,Altoona,IA,41.6,-93.7,2
2403,09/27/14,Osceola,WI,45.3,-92.7,16
2404,09/27/14,Ajax,ON,43.9,-79,2
2405,09/27/14,Middletown,RI,41.5,-71.3,2
2406,09/27/14,Waterford,CT,41.4,-72.2,1
2407,09/27/14,Fairview,NC,35.5,-82.4,3
2408,09/27/14,Asheville,NC,35.6,-82.6,5
2409,09/27/14,Viking,MN,48.2,-96.5,4
2410,09/27/14,Atherley,ON,44.6,-79.4,1
2411,09/27/14,Robert Moses Beach Babylon,NY,40.6,-73.3,18
2412,09/27/14,Mazeppa,MN,44.3,-92.5,10
2413,09/27/14,Lykens,PA,40.6,-76.7,1
2414,09/27/14,Knox,PA,41.2,-79.5,4
2415,09/27/14,"Cable, WI",WI,45,-92.7,5
2416,09/27/14,Hernando,MS,34.8,-90,1
2417,09/27/14,Ajax,ON,43.9,-79,2
2418,09/27/14,Great Falls,VA,39,-77.3,1
2419,09/27/14,Moline,IL,41.5,-90.5,3
2420,09/27/14,Weston,VT,43.3,-72.8,7
2421,09/27/14,Chicago,IL,41.9,-87.6,1
2422,09/27/14,Clinton,CT,41.3,-72.5,2
2423,09/27/14,Cape May,NJ,39,-74.9,10
2424,09/27/14,Mount Horeb,WI,43,-89.7,1
2425,09/27/14,Gardner,KS,38.8,-94.9,1
2426,09/27/14,MC NEILL,MS,30.7,-89.7,1
2427,09/27/14,Otsego,MN,45.3,-93.6,12
2428,09/27/14,Statesboro,GA,32.4,-81.7,3
2429,09/27/14,Belmont,MI,43.1,-85.6,1
2430,09/27/14,Hampton Beach,NH,42.9,-70.8,1
2431,09/27/14,Watonga,OK,35.9,-98.4,1
2432,09/27/14,Waterford,CT,41.4,-72.2,2
2433,09/27/14,Gatesville,TX,31.4,-97.7,1
2434,09/27/14,Monhegan Island,ME,43.8,-69.3,3
2435,09/27/14,Ithaca,NY,42.4,-76.5,1
2436,09/27/14,Superior,AZ,33.3,-111.2,1
2437,09/26/14,Santa Fe,NM,35.8,-106,1
2438,09/26/14,Brenham,TX,30.2,-96.4,1
2439,09/26/14,Chicago,IL,41.9,-87.6,2
2440,09/26/14,Florissant,MO,38.8,-90.3,4
2441,09/26/14,MC NEILL,MS,30.7,-89.7,1
2442,09/26/14,Winnipeg,MB,49.9,-97.1,2
2443,09/26/14,Wynnewood,PA,40,-75.3,3
2444,09/26/14,Allenton,WI,43.5,-88.4,1
2445,09/26/14,whitney point,NY,42.4,-75.9,1
2446,09/26/14,Hays,NC,36.4,-81.1,1
2447,09/26/14,Los Alamos,NM,35.9,-106.3,1
2448,09/26/14,Livonia,MI,42.4,-83.4,1
2449,09/26/14,lewisville,TX,33.1,-97,1
2450,09/26/14,Ottawa,ON,45.3,-75.8,1
2451,09/26/14,Thorndale,PA,40,-75.8,1
2452,09/26/14,Bayville,NJ,39.9,-74.2,2
2453,09/26/14,Overland Park,KS,39,-94.7,15
2454,09/26/14,Keysville,VA,37,-78.5,1
2455,09/26/14,College Station,TX,30.6,-96.3,1
2456,09/26/14,Tampa,FL,28.2,-82.7,3
2457,09/26/14,Lakeville,MN,44.6,-93.2,5
2458,09/26/14,Chattanooga,TN,35,-85.2,2
2459,09/26/14,cedar rapids,IA,42,-91.7,1
2460,09/26/14,Wauwatosa,WI,43,-88,1
2461,09/26/14,Fort Wayne,IN,41.1,-85.2,1
2462,09/26/14,Baton Rouge,LA,30.4,-91.2,1
2463,09/26/14,Asheville,NC,35.6,-82.6,2
2464,09/26/14,Tampa,FL,28.2,-82.7,1
2465,09/26/14,Winnipeg,MB,49.9,-97.1,1
2466,09/26/14,Minburn,IA,41.8,-94,14
2467,09/26/14,Newburgh,IN,38,-87.4,1
2468,09/26/14,Raleigh,NC,35.8,-78.6,2
2469,09/26/14,Holts Summit,MO,38.6,-92.1,2
2470,09/26/14,DeLand,FL,29,-81.4,2
2471,09/26/14,Shawnee,KS,39,-94.7,1
2472,09/26/14,Little Falls,MN,46,-94.3,7
2473,09/26/14,bayshore,NY,40.7,-73.2,12
2474,09/26/14,Overland Park,KS,39,-94.7,6
2475,09/26/14,Grant,MN,45.1,-92.9,2
2476,09/26/14,New Richmond,WI,45.2,-92.6,6
2477,09/26/14,Danville,IL,40.1,-87.6,1
2478,09/26/14,shawano,WI,44.8,-88.6,5
2479,09/26/14,king george,VA,38.3,-77.1,1
2480,09/26/14,duluth,MN,47.1,-91.9,1
2481,09/26/14,Mississauga,ON,43.6,-79.7,2
2482,09/26/14,Graham,NC,36,-79.3,2
2483,09/26/14,Ashburn,VA,39,-77.5,1
2484,09/26/14,Chatham,ON,42.4,-82.2,1
2485,09/26/14,Toronto,ON,43.7,-79.4,1
2486,09/26/14,Asbury Park,NJ,40.2,-74,1
2487,09/26/14,Arcade,NY,42.6,-78.4,1
2488,09/26/14,Ashford,NY,42.3,-78.6,1
2489,09/26/14,Ottawa,ON,45.3,-75.8,1
2490,09/26/14,Bridgeton,MO,38.7,-90.3,4
2491,09/26/14,"Port Carling, Muskoka",ON,45.1,-79.6,1
2492,09/26/14,Cary,NC,35.8,-78.8,1
2493,09/26/14,northport,NY,40.9,-73.3,3
2494,09/26/14,Barnesville,MN,46.7,-96.3,15
2495,09/26/14,Fremont,NE,41.5,-96.5,2
2496,09/26/14,Wichita Falls,TX,34,-98.5,2
2497,09/26/14,Bartlesville,OK,36.7,-96.1,5
2498,09/26/14,Winnipeg,MB,49.9,-97.1,1
2499,09/26/14,Tremont,IL,40.5,-89.5,3
2500,09/26/14,Red Wing,MN,44.6,-92.5,3
2501,09/26/14,Chalk Mountain,TX,32.1,-97.9,1
2502,09/26/14,Stratford,CT,41.2,-73.1,2
2503,09/26/14,Prairie City,IA,41.6,-93.3,2
2504,09/26/14,"Overland Park, Kansas",KS,39,-94.6,12
2505,09/26/14,Robert Moses Beach Babylon,NY,40.6,-73.3,64
2506,09/26/14,Connellsville,PA,40,-79.6,8
2507,09/26/14,Talmo,GA,34.2,-83.7,2
2508,09/26/14,Unity,ME,44.6,-69.3,1
2509,09/26/14,Kingston,NY,42,-74.1,2
2510,09/25/14,Georgetown,OH,38.9,-83.9,1
2511,09/25/14,dallas,TX,32.8,-96.8,3
2512,09/25/14,Granville,OH,40.1,-82.5,4
2513,09/25/14,Murfreesboro,TN,35.9,-86.4,2
2514,09/25/14,Lyme,NH,43.8,-72.2,1
2515,09/25/14,Elburn,IL,41.9,-88.5,1
2516,09/25/14,Minneapolis,MN,45,-93.3,1
2517,09/25/14,Poquoson,VA,37.1,-76.4,2
2518,09/25/14,Highland Springs,VA,37.5,-77.3,10
2519,09/25/14,Bognor,ON,44.5,-80.8,1
2520,09/25/14,Newburgh,IN,38,-87.4,2
2521,09/25/14,Fort Wayne,IN,41.1,-85.2,1
2522,09/25/14,Anoka,MN,45.3,-93.4,2
2523,09/25/14,St Paul,MN,44.9,-93.1,5
2524,09/25/14,Naperville,IL,41.8,-88.1,1
2525,09/25/14,Muskegon,MI,43.2,-86.3,1
2526,09/25/14,McKinney,TX,33.2,-96.6,5
2527,09/25/14,New Market,TN,36.1,-83.6,1
2528,09/25/14,Dallas,TX,32.8,-96.8,3
2529,09/25/14,Waterford,MI,42.6,-83.4,1
2530,09/25/14,Saint Charles,IL,41.9,-88.3,1
2531,09/25/14,Claremore,OK,36.3,-95.6,2
2532,09/25/14,Peterborough,ON,44.6,-78.3,1
2533,09/25/14,Islesboro,ME,44.3,-68.9,1
2534,09/25/14,Richmond,VA,37.5,-77.4,1
2535,09/25/14,Springfield,MO,37.2,-93.3,15
2536,09/25/14,Woodville,TX,30.8,-94.4,1
2537,09/25/14,Perry,IA,41.8,-94.1,3
2538,09/25/14,Hillsboro,MO,38.2,-90.6,1
2539,09/25/14,Rector,PA,40.2,-79.2,3
2540,09/25/14,Chatham,ON,42.4,-82.2,5
2541,09/25/14,Osceola,WI,45.3,-92.7,12
2542,09/25/14,Fletcher,NC,35.5,-82.5,1
2543,09/25/14,Perrysburg,OH,41.5,-83.6,2
2544,09/25/14,Cormorant,MN,46.7,-96.1,9
2545,09/25/14,Statham,GA,34,-83.6,1
2546,09/25/14,New Richmond,WI,45.2,-92.6,1
2547,09/25/14,Joplin,MO,37.1,-94.5,2
2548,09/25/14,Saint Charles,IL,41.9,-88.4,1
2549,09/25/14,Danville,KY,37.6,-84.8,1
2550,09/25/14,Hartley,IA,43.2,-95.5,6
2551,09/25/14,Topeka,KS,39.1,-95.7,8
2552,09/25/14,Kitchener,ON,43.5,-80.5,1
2553,09/25/14,Clayton,MO,38.6,-90.3,2
2554,09/25/14,Palatine,IL,42.1,-88.1,1
2555,09/25/14,Farmington,MN,44.7,-93.1,1
2556,09/25/14,Virginia beach,VA,36.8,-76.1,2
2557,09/25/14,Apple Valley,MN,44.7,-93.2,1
2558,09/25/14,temple,TX,31.1,-97.3,3
2559,09/25/14,Saint Petersburg,FL,27.8,-82.6,3
2560,09/25/14,Maple Plain,MN,45,-93.7,1
2561,09/25/14,Windsor,WI,43.2,-89.3,3
2562,09/25/14,Wisconsin Rapids,WI,44.3,-89.7,2
2563,09/25/14,Wellsboro,PA,41.7,-77.4,1
2564,09/25/14,Fergus Falls,MN,46.3,-96.1,1
2565,09/25/14,gentry,AR,36.3,-94.5,2
2566,09/25/14,pembroke,ON,45.8,-77.1,1
2567,09/25/14,Plano,TX,33.1,-96.7,10
2568,09/25/14,Ferguson,MO,38.7,-90.3,4
2569,09/25/14,Richardson,TX,33,-96.7,1
2570,09/25/14,Brandon,IA,42.2,-92.2,7
2571,09/25/14,Mcgraw,NY,42.6,-76.1,1
2572,09/25/14,Winnipeg,MB,49.9,-97.1,2
2573,09/25/14,Harvard,IL,42.4,-88.6,1
2574,09/25/14,lasalle,ON,42.2,-83.1,1
2575,09/25/14,Caledon,ON,43.9,-79.9,1
2576,09/25/14,Altoona,IA,41.6,-93.7,1
2577,09/25/14,Cameron,TX,30.8,-97,1
2578,09/25/14,Glen,NH,44.1,-71.2,1
2579,09/25/14,frisco,NC,35.2,-75.6,4
2580,09/25/14,Janesville,WI,42.7,-89.1,2
2581,09/25/14,Janetville,ON,44.2,-78.7,3
2582,09/25/14,cape girardeau,MO,37.3,-89.6,1
2583,09/25/14,Eau Claire,WI,44.7,-91.5,2
2584,09/25/14,Wonalancet,NH,43.9,-71.3,2
2585,09/25/14,Champaign,IL,40.1,-88.2,1
2586,09/25/14,Chalk Mountain,TX,32.1,-97.9,1
2587,09/25/14,Westhampton,MA,42.3,-72.8,2
2588,09/25/14,hamilton,ON,43.3,-79.9,1
2589,09/25/14,Wilkesboro,NC,36.1,-81.1,5
2590,09/25/14,Saco,ME,43.5,-70.5,1
2591,09/25/14,Winnipeg,MB,49.9,-97.1,1
2592,09/25/14,Cambridge,ON,43.4,-80.3,3
2593,09/25/14,Kiowa,KS,37,-98.5,5
2594,09/25/14,Wilson,NC,35.7,-77.9,10
2595,09/25/14,Brownsville,TN,35.6,-89.3,17
2596,09/25/14,Middleburg,FL,30.1,-81.9,3
2597,09/25/14,Camden,ME,44.2,-69.1,1
2598,09/25/14,Grand Canyon National Park,AZ,36.1,-112.2,1
2599,09/24/14,Meriden,CT,41.5,-72.8,6
2600,09/24/14,Sea Ranch,CA,38.7,-123.5,4
2601,09/24/14,Caledonia,MN,43.6,-91.4,2
2602,09/24/14,Stowe,VT,44.5,-72.7,1
2603,09/24/14,Lexington,KY,38,-84.5,1
2604,09/24/14,Jacksonville,AR,34.9,-92.2,2
2605,09/24/14,Carmel,IN,40,-86.2,1
2606,09/24/14,Montgomery,AL,32.4,-86.3,1
2607,09/24/14,Bayville,NJ,39.9,-74.2,2
2608,09/24/14,Mechanicsburg,PA,40.2,-77,1
2609,09/24/14,Hagar Shores,MI,42.2,-86.4,5
2610,09/24/14,Moline,IL,41.5,-90.5,1
2611,09/24/14,Bethlehem,PA,40.6,-75.4,1
2612,09/24/14,Saline,MI,42.2,-83.8,1
2613,09/24/14,Monterey,VA,38.3,-79.5,3
2614,09/24/14,District of Muskoka,ON,45.2,-79.3,1
2615,09/24/14,Vernon,VT,42.8,-72.5,1
2616,09/24/14,Fremont,NE,41.5,-96.5,2
2617,09/24/14,stockbridge,VT,43.8,-72.8,1
2618,09/24/14,Syracuse,NY,43,-76.2,2
2619,09/24/14,lasalle,ON,42.2,-83.1,1
2620,09/24/14,Newburgh,IN,38,-87.4,3
2621,09/24/14,sylvania,OH,41.7,-83.7,2
2622,09/24/14,San Marcos,TX,29.9,-98,1
2623,09/24/14,plains,PA,41.3,-75.8,1
2624,09/24/14,Asheville,NC,35.6,-82.6,2
2625,09/24/14,Hackensack,NJ,40.9,-74,1
2626,09/24/14,Alamo,MI,42.4,-85.7,1
2627,09/24/14,Waterford,NY,42.8,-73.7,1
2628,09/24/14,Cohoes,NY,42.8,-73.7,5
2629,09/24/14,Keene,NH,42.9,-72.3,1
2630,09/24/14,Ballwin,MO,38.6,-90.6,6
2631,09/24/14,Ballwin,MO,38.6,-90.6,14
2632,09/24/14,Bridgeview,IL,41.8,-87.8,5
2633,09/24/14,Danville,IL,40.1,-87.6,1
2634,09/24/14,Portsmouth,NH,43.1,-70.8,1
2635,09/24/14,Springfield,MO,37.2,-93.3,4
2636,09/24/14,Arcade,NY,42.6,-78.4,1
2637,09/24/14,Presque Isle State Park,PA,42.2,-80.1,1
2638,09/24/14,cedar rapids,IA,42,-91.7,4
2639,09/24/14,Dublin,ON,48.9,-87.9,2
2640,09/24/14,Yellow Springs,OH,39.8,-83.9,1
2641,09/24/14,Muskegon,MI,43.2,-86.3,1
2642,09/24/14,Sugar Hill,NH,44.2,-71.8,1
2643,09/24/14,Cumming,GA,34.2,-84.2,3
2644,09/24/14,Midland,MI,43.6,-84.3,1
2645,09/24/14,Edgecomb,ME,44,-69.6,1
2646,09/24/14,Chatham,ON,42.4,-82.2,1
2647,09/24/14,Round Lake,NY,42.9,-73.8,1
2648,09/24/14,Oak Creek,WI,42.9,-87.9,1
2649,09/24/14,Colton,NY,44.3,-74.8,1
2650,09/24/14,Naperville,IL,41.8,-88.1,1
2651,09/24/14,Sydenham,ON,44.4,-76.6,1
2652,09/24/14,Alexandria,VA,38.8,-77.1,1
2653,09/24/14,New Orleans,LA,30,-90.1,2
2654,09/24/14,Oak Park,MI,42.5,-83.2,3
2655,09/24/14,Parry Sound,ON,45.4,-80,1
2656,09/24/14,Diamond,MO,37,-94.3,1
2657,09/24/14,Newport,KY,39.1,-84.5,1
2658,09/24/14,Westerville,OH,40.1,-82.9,1
2659,09/24/14,Wellsboro,PA,41.7,-77.4,3
2660,09/24/14,Moline,IL,41.5,-90.5,1
2661,09/24/14,"Grapevine, TX",TX,32.9,-98.4,1
2662,09/24/14,Bluffton,OH,40.9,-83.9,2
2663,09/24/14,cortland,NY,42.6,-76.2,2
2664,09/24/14,Bay View,MI,45.4,-84.9,1
2665,09/24/14,Mentor,OH,41.7,-81.3,12
2666,09/24/14,Philadelphia,PA,40.1,-75,1
2667,09/24/14,Baysville,ON,45.2,-79.1,1
2668,09/24/14,Cameron,TX,30.8,-97,3
2669,09/24/14,Big Bend National Park,TX,29.3,-103.3,1
2670,09/24/14,Wetumpka,AL,32.5,-86.2,3
2671,09/24/14,Lenexa,KS,39,-94.7,6
2672,09/24/14,Alton,NH,43.5,-71.3,1
2673,09/24/14,Watertown,MA,42.4,-71.2,1
2674,09/24/14,Hesston,KS,38.1,-97.5,20
2675,09/24/14,Monona,IA,43.1,-91.4,4
2676,09/24/14,Leakey,TX,29.6,-99.4,15
2677,09/24/14,Oakville,MO,38.5,-90.3,4
2678,09/23/14,Bartlesville,OK,36.7,-96.1,1
2679,09/23/14,cambridge,ON,43.4,-80.3,1
2680,09/23/14,Bayville,NJ,39.9,-74.2,2
2681,09/23/14,Saint Catharines,ON,43.2,-79.2,1
2682,09/23/14,Moline,IL,41.5,-90.5,2
2683,09/23/14,Lexington,VA,37.8,-79.5,5
2684,09/23/14,Watertown,MA,42.4,-71.2,2
2685,09/23/14,Crown Point,IN,41.4,-87.3,1
2686,09/23/14,Bartlesville,OK,36.7,-95.9,3
2687,09/23/14,stockbridge,VT,43.8,-72.8,1
2688,09/23/14,stockbridge,VT,43.8,-72.8,2
2689,09/23/14,Holyoke,MA,42.2,-72.6,1
2690,09/23/14,Friendship,NY,42.2,-78.1,1
2691,09/23/14,East Aurora,NY,42.8,-78.6,1
2692,09/23/14,Perkasie,PA,40.4,-75.2,1
2693,09/23/14,Des Moines,IA,41.6,-93.6,1
2694,09/23/14,Strykersville,NY,42.7,-78.4,1
2695,09/23/14,Arcade,NY,42.6,-78.4,1
2696,09/23/14,Welland,ON,43,-79.3,3
2697,09/23/14,Muskegon,MI,43.2,-86.3,1
2698,09/23/14,Seaford,NY,40.7,-73.5,1
2699,09/23/14,Mount Dora,FL,28.8,-81.6,1
2700,09/23/14,Mount Dora,FL,28.8,-81.6,1
2701,09/23/14,Kerrville,TX,30,-99.1,1
2702,09/23/14,Ajax,ON,43.9,-79,1
2703,09/23/14,Whitinsville,MA,42.1,-71.7,1
2704,09/23/14,Norfolk,MA,42.1,-71.3,1
2705,09/23/14,Newburgh,IN,38,-87.4,3
2706,09/23/14,greenwich,CT,41,-73.6,1
2707,09/23/14,Mundelein,IL,42.3,-88,2
2708,09/23/14,Osceola,WI,45.3,-92.7,2
2709,09/23/14,Columbus,OH,40.1,-83,1
2710,09/23/14,Rodney,ON,42.6,-81.7,1
2711,09/23/14,North Java,NY,42.7,-78.3,1
2712,09/23/14,Pana,IL,39.4,-89.1,22
2713,09/23/14,Champaign,IL,40.1,-88.3,2
2714,09/23/14,DeSoto,MO,38.2,-90.6,1
2715,09/23/14,Union,WV,37.6,-80.5,6
2716,09/23/14,Chatham,ON,42.4,-82.2,1
2717,09/23/14,BRADY,TX,31.1,-99.3,3
2718,09/23/14,Elizabethtown,ON,44.7,-75.9,1
2719,09/23/14,Saline,MI,42.2,-83.8,2
2720,09/23/14,Dallas,TX,32.8,-96.8,8
2721,09/23/14,sylvania,OH,41.7,-83.7,4
2722,09/23/14,sylvania,OH,41.7,-83.7,7
2723,09/23/14,Joplin,MO,37.1,-94.5,4
2724,09/23/14,Hackensack,NJ,40.9,-74,1
2725,09/23/14,ringgold,GA,34.9,-85.1,1
2726,09/23/14,Lombard,IL,41.9,-88,2
2727,09/23/14,Bowmantown,PA,40.8,-75.7,1
2728,09/23/14,San Angelo,TX,31.6,-100.5,12
2729,09/23/14,Oak Park,MI,42.5,-83.2,6
2730,09/23/14,Glen Mills,PA,39.9,-75.5,1
2731,09/23/14,Jacksonville,AR,34.9,-92.2,1
2732,09/23/14,Hancock,NY,42,-75.2,1
2733,09/23/14,Yellow Springs,OH,39.8,-83.9,3
2734,09/23/14,Boston Heights,OH,41.3,-81.5,3
2735,09/23/14,Montoursville,PA,41.3,-76.9,2
2736,09/23/14,Hagar Shores,MI,42.2,-86.4,1
2737,09/23/14,Hollis,NH,42.7,-71.6,6
2738,09/23/14,Whitby,ON,43.9,-78.9,55
2739,09/23/14,District of Muskoka,ON,45.2,-79.3,1
2740,09/23/14,Champaign,IL,40.1,-88.2,5
2741,09/23/14,Mills River Valley OverLook,NC,35.5,-82.7,10
2742,09/23/14,Comfort,TX,30,-98.7,1
2743,09/23/14,Saint Paul,MN,44.9,-93.1,2
2744,09/23/14,Cameron,TX,30.8,-97,3
2745,09/23/14,Seekonk,MA,41.8,-71.3,1
2746,09/23/14,Stony Brook,NY,40.9,-73.1,17
2747,09/23/14,Easthampton,MA,42.3,-72.7,1
2748,09/23/14,Holyoke,MA,42.2,-72.6,1
2749,09/23/14,melrose,NY,42.9,-73.6,3
2750,09/23/14,Lyme,NH,43.8,-72.2,2
2751,09/23/14,Lexington,ME,44.3,-68.1,3
2752,09/23/14,mequon,WI,43.2,-88,27
2753,09/23/14,Lynn,MA,42.5,-70.9,3
2754,09/23/14,Mount Cory,OH,40.9,-83.8,2
2755,09/23/14,East Moline,IL,41.5,-90.4,5
2756,09/23/14,Maysville,KY,38.6,-83.8,1
2757,09/23/14,Danville,KY,37.6,-84.8,1
2758,09/23/14,Niantic,CT,41.3,-72.2,1
2759,09/23/14,York,PA,40,-76.7,10
2760,09/23/14,Wisconsin Rapids,WI,44.3,-89.7,4
2761,09/23/14,Schuylerville,NY,43.1,-73.6,1
2762,09/23/14,Lowell,MA,42.7,-71.3,1
2763,09/23/14,Goshen,OH,39.2,-84.1,1
2764,09/23/14,cape girardeau,MO,37.3,-89.6,1
2765,09/23/14,Big Bend National Park,TX,29.3,-103.3,2
2766,09/23/14,Prattville,AL,32.5,-86.4,2
2767,09/23/14,Chalk Mountain,TX,32.1,-97.9,1
2768,09/23/14,Scarborough,ON,43.8,-79.3,1
2769,09/23/14,"Toronto, Ontario",ON,45.1,-79.6,8
2770,09/23/14,Fort Worth,TX,32.8,-97.3,2
2771,09/23/14,Oregon,IL,42,-89.4,1
2772,09/23/14,Kerrville,TX,30,-99.1,1
2773,09/23/14,Wynnewood,PA,40,-75.3,1
2774,09/23/14,Hays,NC,36.4,-81.1,1
2775,09/23/14,Deming,NM,32.2,-107.7,3
2776,09/23/14,Hatch,NM,32.6,-107.1,1
2777,09/23/14,Rio Rancho,NM,35.2,-106.7,1
2778,09/22/14,Cato,NY,43.2,-76.6,1
2779,09/22/14,Oliver,BC,49.2,-119.6,1
2780,09/22/14,Deming,NM,32.2,-107.7,1
2781,09/22/14,Tupper Lake,NY,44.2,-74.4,1
2782,09/22/14,Bayville,NJ,39.9,-74.2,1
2783,09/22/14,Rock Island,IL,41.5,-90.6,1
2784,09/22/14,Wichita,KS,37.7,-97.3,3
2785,09/22/14,Danville,IL,40.1,-87.6,1
2786,09/22/14,Newbury,MA,42.8,-70.8,2
2787,09/22/14,Carver,MN,44.7,-93.7,3
2788,09/22/14,Hattiesburg,MS,31.2,-89.3,1
2789,09/22/14,Surf City,NJ,39.7,-74.2,1
2790,09/22/14,Hagar Shores,MI,42.2,-86.4,1
2791,09/22/14,Mississauga,ON,43.6,-79.7,15
2792,09/22/14,Brenham,TX,30.2,-96.4,1
2793,09/22/14,Ship Bottom,NJ,39.6,-74.2,1
2794,09/22/14,Medford,NJ,39.9,-74.8,2
2795,09/22/14,Newburgh,IN,38,-87.4,1
2796,09/22/14,Boerne,TX,29.8,-98.8,2
2797,09/22/14,Lakeville,MN,44.6,-93.2,1
2798,09/22/14,Hollond,MI,42.8,-86.1,1
2799,09/22/14,Hollond,MI,42.8,-86.1,1
2800,09/22/14,Fort Wayne,IN,41.1,-85.2,1
2801,09/22/14,Fremont,CA,37.6,-122,10
2802,09/22/14,Dayton,WA,46.2,-117.8,1
2803,09/22/14,Lexington,KY,38,-84.5,1
2804,09/22/14,Carmel,IN,40,-86.2,2
2805,09/22/14,Newburgh,IN,38,-87.4,2
2806,09/22/14,Maumelle,AR,34.9,-92.4,1
2807,09/22/14,Viking,MN,48.2,-96.5,5
2808,09/22/14,Winnipeg,MB,49.9,-97.1,1
2809,09/22/14,Baton Rouge,LA,30.4,-91.2,1
2810,09/22/14,Whitinsville,MA,42.1,-71.7,1
2811,09/22/14,stockbridge,VT,43.8,-72.8,1
2812,09/22/14,Minneapolis,MN,45,-93.3,1
2813,09/22/14,Springfield,MO,37.2,-93.3,3
2814,09/22/14,Bartlesville,OK,36.7,-96.1,1
2815,09/22/14,Bath,ME,43.9,-69.8,2
2816,09/22/14,Southampton,NY,40.9,-72.4,3
2817,09/22/14,Morgantown,WV,39.6,-80,2
2818,09/22/14,Westerly,RI,41.4,-71.8,6
2819,09/22/14,Chatham,ON,42.4,-82.2,2
2820,09/22/14,Hackensack,NJ,40.9,-74,1
2821,09/22/14,East Marion,NY,41.1,-72.3,5
2822,09/22/14,Warren,MI,42.5,-83,1
