City,State/Province,County,Date,Latitude,Longitude,year,month,day,Count,season,AQI,Temp_Mean
Philadelphia,PA,philadelphia,2021-10-09,40.1,-75.0,2021,10,9,240,Fall,57.0,65.76041649999999
Urbana,IL,champaign,2021-10-09,40.1,-88.2,2021,10,9,4,Fall,55.0,71.583333
Abilene,TX,taylor,2021-10-09,32.4,-99.7,2021,10,9,14,Fall,,
Chelsea,OK,rogers,2021-10-09,36.5,-95.4,2021,10,9,3,Fall,,
Schellsburg,PA,bedford,2021-10-09,40.1,-78.7,2021,10,9,6,Fall,,
Sewickley,PA,allegheny,2021-10-09,40.5,-80.2,2021,10,9,4,Fall,34.0,65.765625125
Dawson,MN,lacquiparle,2021-10-09,44.9,-96.1,2021,10,9,1,Fall,,
Beachwood,OH,cuyahoga,2021-10-09,41.5,-81.5,2021,10,9,28,Fall,54.0,
Tulsa,OK,creek,2021-10-09,36.2,-96.0,2021,10,9,12,Fall,61.0,79.083333
Rosemead,CA,losangeles,2021-10-09,34.1,-118.1,2021,10,9,2,Fall,53.0,63.063141
Broussard,LA,lafayette,2021-10-09,30.1,-92.0,2021,10,9,1,Fall,61.0,
Dallas,TX,dallas,2021-10-09,32.9,-96.7,2021,10,9,115,Fall,58.0,80.0
Alpharetta,GA,fulton,2021-10-09,34.1,-84.3,2021,10,9,3,Fall,48.0,
Blue Mounds,WI,dane,2021-10-09,43.0,-89.8,2021,10,9,3,Fall,44.0,63.0
Cumming,GA,forsyth,2021-10-09,34.2,-84.2,2021,10,9,7,Fall,,
Cumming,GA,forsyth,2021-10-09,34.3,-84.2,2021,10,9,100,Fall,,
Fairfield,PA,adams,2021-10-09,39.8,-77.4,2021,10,9,4,Fall,55.0,
Plano,TX,collin,2021-10-09,33.1,-96.7,2021,10,9,27,Fall,77.0,80.3125
Plano,TX,collin,2021-10-09,33.1,-96.8,2021,10,9,60,Fall,77.0,80.3125
Plano,TX,collin,2021-10-09,33.0,-96.7,2021,10,9,21,Fall,77.0,80.3125
Atlanta,GA,cobb,2021-10-09,33.9,-84.2,2021,10,9,8,Fall,33.0,
Cleveland,OH,cuyahoga,2021-10-09,41.4,-81.7,2021,10,9,64,Fall,54.0,
Clemson,SC,pickens,2021-10-09,34.7,-82.8,2021,10,9,38,Fall,,
Eau Claire,WI,eauclaire,2021-10-09,44.8,-91.5,2021,10,9,3,Fall,39.0,65.833333
Atlanta,GA,dekalb,2021-10-09,33.9,-84.2,2021,10,9,17,Fall,41.0,70.32291649999999
Cambria,CA,sanluisobispo,2021-10-09,35.6,-121.1,2021,10,9,25,Fall,53.0,55.68958333333333
San Antonio,TX,bexar,2021-10-09,29.4,-98.5,2021,10,9,64,Fall,58.0,73.96936266666667
Throckmorton,TX,throckmorton,2021-10-09,33.3,-99.2,2021,10,9,80,Fall,,
Topeka,KS,shawnee,2021-10-09,39.0,-95.7,2021,10,9,10,Fall,61.0,77.583333
Burleson,TX,johnson,2021-10-09,32.6,-97.3,2021,10,9,3,Fall,49.0,76.0625
Edmond,OK,oklahoma,2021-10-09,35.7,-97.5,2021,10,9,20,Fall,64.0,80.4600002
Broomfield,CO,jefferson,2021-10-09,39.9,-105.1,2021,10,9,2,Fall,50.0,57.13541675
Concord,CA,contracosta,2021-10-09,38.0,-122.0,2021,10,9,4,Fall,43.0,
Broomfield,CO,broomfield,2021-10-09,39.9,-105.1,2021,10,9,3,Fall,,
Strongsville,OH,cuyahoga,2021-10-09,41.3,-81.8,2021,10,9,4,Fall,54.0,
Port Aransas,TX,nueces,2021-10-09,27.8,-97.1,2021,10,9,1,Fall,40.0,78.0
Brookfield,WI,waukesha,2021-10-09,43.0,-88.1,2021,10,9,1,Fall,49.0,66.583333
Portland,ME,cumberland,2021-10-09,43.7,-70.3,2021,10,9,44,Fall,29.0,56.125
Buford,GA,gwinnett,2021-10-09,34.2,-84.0,2021,10,9,8,Fall,34.0,70.8625
Edwardsville,IL,madison,2021-10-09,38.8,-90.0,2021,10,9,28,Fall,66.0,
Brookfield,IL,cook,2021-10-09,41.8,-87.9,2021,10,9,1,Fall,62.0,69.333333
Ponca,AR,newton,2021-10-09,36.0,-93.4,2021,10,9,1,Fall,61.0,
Westpoint,IN,tippecanoe,2021-10-09,40.3,-87.0,2021,10,9,1,Fall,55.0,
Corydon,IN,harrison,2021-10-09,38.2,-86.0,2021,10,9,34,Fall,,
Syracuse,NY,onondaga,2021-10-09,43.0,-76.2,2021,10,9,25,Fall,41.0,64.666667
Temecula,CA,riverside,2021-10-09,33.5,-117.2,2021,10,9,2,Fall,63.0,67.75512823076923
Cologne,MN,carver,2021-10-09,44.8,-93.8,2021,10,9,1,Fall,,
Rule,TX,haskell,2021-10-09,33.2,-99.9,2021,10,9,300,Fall,,
Fairview,NC,buncombe,2021-10-09,35.5,-82.4,2021,10,9,15,Fall,31.0,
Cincinnati,OH,hamilton,2021-10-09,39.2,-84.6,2021,10,9,444,Fall,61.0,72.14999999999999
Carrollton,TX,dallas,2021-10-09,33.0,-96.9,2021,10,9,2,Fall,58.0,80.0
Carrollton,TX,denton,2021-10-09,33.0,-96.9,2021,10,9,2,Fall,90.0,79.0
South China,ME,kennebec,2021-10-09,44.5,-69.5,2021,10,9,3,Fall,,
Tucson,AZ,pima,2021-10-09,32.4,-111.0,2021,10,9,19,Fall,38.0,72.3583333
Flat Rock,MI,wayne,2021-10-09,42.1,-83.3,2021,10,9,15,Fall,58.0,68.8041667
Bethesda,MD,montgomery,2021-10-09,39.0,-77.1,2021,10,9,16,Fall,33.0,64.333333
Saint Louis,MO,saintlouis,2021-10-09,38.6,-90.2,2021,10,9,1520,Fall,52.0,77.20833366666666
Pismo Beach,CA,sanluisobispo,2021-10-09,35.2,-120.7,2021,10,9,2,Fall,53.0,55.68958333333333
Auburn,NY,cayuga,2021-10-09,42.9,-76.6,2021,10,9,7,Fall,,
Woodstock,GA,cherokee,2021-10-09,34.1,-84.4,2021,10,9,2,Fall,,
Washington,IN,daviess,2021-10-09,38.6,-87.2,2021,10,9,6,Fall,,
Slatersville,RI,providence,2021-10-09,42.0,-71.6,2021,10,9,1,Fall,42.0,60.875
Dallas,TX,dallas,2021-10-09,32.8,-96.8,2021,10,9,115,Fall,58.0,80.0
Dallas,TX,dallas,2021-10-09,32.8,-96.7,2021,10,9,69,Fall,58.0,80.0
Dallas,TX,dallas,2021-10-09,32.9,-96.8,2021,10,9,92,Fall,58.0,80.0
San Antonio,TX,comal,2021-10-09,29.4,-98.5,2021,10,9,6,Fall,,
Cincinnati,OH,hamilton,2021-10-09,39.2,-84.4,2021,10,9,111,Fall,61.0,72.14999999999999
Watsonville,CA,santacruz,2021-10-09,36.9,-121.8,2021,10,9,14,Fall,36.0,59.375
Saint Louis,MO,saintlouiscity,2021-10-09,38.6,-90.2,2021,10,9,260,Fall,,
Cincinnati,OH,hamilton,2021-10-09,39.1,-84.3,2021,10,9,555,Fall,61.0,72.14999999999999
Renner,SD,minnehaha,2021-10-09,43.7,-96.8,2021,10,9,2,Fall,53.0,72.25
Bloomfield Hills,MI,oakland,2021-10-09,42.6,-83.3,2021,10,9,7,Fall,36.0,67.91666666666667
East Falmouth,MA,barnstable,2021-10-09,41.6,-70.6,2021,10,9,6,Fall,31.0,56.625
Reston,VA,fairfax,2021-10-09,38.9,-77.3,2021,10,9,4,Fall,39.0,67.933333
Dyer,IN,lake,2021-10-09,41.5,-87.5,2021,10,9,1,Fall,53.0,70.06944433333332
Cincinnati,OH,clermont,2021-10-09,39.2,-84.4,2021,10,9,3,Fall,47.0,
Winston Salem,NC,forsyth,2021-10-09,36.1,-80.3,2021,10,9,44,Fall,32.0,66.704167
Plains,GA,sumter,2021-10-09,32.0,-84.4,2021,10,9,1,Fall,29.0,
Cincinnati,OH,clermont,2021-10-09,39.2,-84.6,2021,10,9,12,Fall,47.0,
Cincinnati,OH,clermont,2021-10-09,39.1,-84.3,2021,10,9,15,Fall,47.0,
Dallas,TX,collin,2021-10-09,32.8,-96.8,2021,10,9,10,Fall,77.0,80.3125
Dallas,TX,collin,2021-10-09,32.8,-96.7,2021,10,9,6,Fall,77.0,80.3125
Dallas,TX,collin,2021-10-09,32.9,-96.8,2021,10,9,8,Fall,77.0,80.3125
Dallas,TX,collin,2021-10-09,32.9,-96.7,2021,10,9,10,Fall,77.0,80.3125
Atlanta,GA,fulton,2021-10-09,33.9,-84.2,2021,10,9,29,Fall,48.0,
Tupelo,MS,lee,2021-10-09,34.2,-88.7,2021,10,9,120,Fall,44.0,
Rayville,LA,richland,2021-10-09,32.5,-91.9,2021,10,9,16,Fall,,
Oilville,VA,goochland,2021-10-09,37.7,-77.8,2021,10,9,3,Fall,,
Lawrenceville,GA,gwinnett,2021-10-09,33.9,-84.0,2021,10,9,1,Fall,34.0,70.8625
Mocksville,NC,davie,2021-10-09,35.9,-80.5,2021,10,9,4,Fall,,
Mckinney,TX,collin,2021-10-09,33.2,-96.6,2021,10,9,6,Fall,77.0,80.3125
Minneapolis,MN,hennepin,2021-10-09,44.9,-93.3,2021,10,9,93,Fall,35.0,
Munster,IN,lake,2021-10-09,41.6,-87.5,2021,10,9,2,Fall,53.0,70.06944433333332
Mckinney,TX,collin,2021-10-09,33.2,-96.7,2021,10,9,15,Fall,77.0,80.3125
Lawrenceville,GA,gwinnett,2021-10-09,34.0,-84.0,2021,10,9,3,Fall,34.0,70.8625
Pekin,IL,tazewell,2021-10-09,40.6,-89.6,2021,10,9,10,Fall,,
Fredericksburg,VA,stafford,2021-10-09,38.3,-77.5,2021,10,9,10,Fall,34.0,
Keller,TX,tarrant,2021-10-09,32.9,-97.2,2021,10,9,3,Fall,61.0,79.3194445
Monticello,IN,white,2021-10-09,40.7,-86.8,2021,10,9,2,Fall,,
Mason,TX,mason,2021-10-09,30.9,-99.4,2021,10,9,106,Fall,,
Lancaster,PA,lancaster,2021-10-09,40.0,-76.3,2021,10,9,42,Fall,61.0,65.666667
Kenton,OH,hardin,2021-10-09,40.6,-83.6,2021,10,9,24,Fall,,
Kansas City,MO,jackson,2021-10-09,39.0,-94.5,2021,10,9,13,Fall,60.0,77.11458350000001
Murphy,NC,cherokee,2021-10-09,35.0,-84.1,2021,10,9,1,Fall,,
La Porte,TX,harris,2021-10-09,29.7,-95.1,2021,10,9,10,Fall,69.0,77.0694445
Frisco,TX,collin,2021-10-09,33.1,-96.8,2021,10,9,1,Fall,77.0,80.3125
Jeffersonville,IN,clark,2021-10-09,38.3,-85.7,2021,10,9,30,Fall,63.0,67.875
Moorestown,NJ,burlington,2021-10-09,40.0,-75.0,2021,10,9,2,Fall,,
Marietta,GA,cobb,2021-10-09,34.0,-84.5,2021,10,9,7,Fall,33.0,
Marietta,GA,cobb,2021-10-09,34.0,-84.4,2021,10,9,7,Fall,33.0,
Norman,OK,cleveland,2021-10-09,35.2,-97.4,2021,10,9,4,Fall,54.0,80.058333
Midlothian,TX,ellis,2021-10-09,32.4,-97.0,2021,10,9,2,Fall,49.0,77.604167
Frisco,TX,denton,2021-10-09,33.1,-96.8,2021,10,9,1,Fall,90.0,79.0
Kansas City,MO,clay,2021-10-09,39.0,-94.5,2021,10,9,21,Fall,64.0,73.875
Gardendale,TX,ector,2021-10-09,32.0,-102.4,2021,10,9,1,Fall,34.0,79.604167
Fredericksburg,VA,fredericksburgcity,2021-10-09,38.3,-77.5,2021,10,9,4,Fall,,
Kansas City,MO,clay,2021-10-09,39.2,-94.5,2021,10,9,21,Fall,64.0,73.875
Muskogee,OK,muskogee,2021-10-09,35.7,-95.3,2021,10,9,10,Fall,,
Minneapolis,MN,anoka,2021-10-09,44.9,-93.3,2021,10,9,36,Fall,39.0,
Madison,WI,dane,2021-10-09,43.1,-89.3,2021,10,9,60,Fall,44.0,63.0
Greenville,NC,pitt,2021-10-09,35.6,-77.4,2021,10,9,20,Fall,26.0,
Fredericksburg,VA,spotsylvania,2021-10-09,38.3,-77.5,2021,10,9,8,Fall,,
Hackensack,NJ,bergen,2021-10-09,40.9,-74.0,2021,10,9,2,Fall,40.0,
Kansas City,MO,jackson,2021-10-09,39.2,-94.5,2021,10,9,13,Fall,60.0,77.11458350000001
Geneva,IL,kane,2021-10-09,41.9,-88.3,2021,10,9,1,Fall,51.0,
Hubbard Lake,MI,alpena,2021-10-09,44.8,-83.7,2021,10,9,1,Fall,,
Hebron,IN,porter,2021-10-09,41.4,-87.2,2021,10,9,2,Fall,50.0,70.708333
Greenwood,IN,johnson,2021-10-09,39.6,-86.1,2021,10,9,21,Fall,,
Kansas City,MO,platte,2021-10-09,39.0,-94.5,2021,10,9,10,Fall,,
Midland,TX,midland,2021-10-09,32.0,-102.0,2021,10,9,2,Fall,,
Hudson,IN,steuben,2021-10-09,41.5,-85.1,2021,10,9,4,Fall,,
Oklahoma City,OK,cleveland,2021-10-09,35.5,-97.5,2021,10,9,300,Fall,54.0,80.058333
Mascoutah,IL,saintclair,2021-10-09,38.5,-89.8,2021,10,9,14,Fall,63.0,
Milwaukee,WI,milwaukee,2021-10-09,43.0,-87.9,2021,10,9,29,Fall,54.0,65.625
Milwaukee,WI,milwaukee,2021-10-09,43.1,-88.0,2021,10,9,29,Fall,54.0,65.625
Hudson,WI,saintcroix,2021-10-09,45.0,-92.7,2021,10,9,4,Fall,,
Oklahoma City,OK,oklahoma,2021-10-09,35.5,-97.5,2021,10,9,1700,Fall,64.0,80.4600002
Lilburn,GA,gwinnett,2021-10-09,33.8,-84.1,2021,10,9,1,Fall,34.0,70.8625
Holland Patent,NY,oneida,2021-10-09,43.2,-75.3,2021,10,9,5,Fall,26.0,
Kansas City,MO,platte,2021-10-09,39.2,-94.5,2021,10,9,10,Fall,,
Ocean City,NJ,capemay,2021-10-09,39.2,-74.6,2021,10,9,2,Fall,,
Little Elm,TX,denton,2021-10-09,33.2,-96.9,2021,10,9,4,Fall,90.0,79.0
Lakewood,OH,cuyahoga,2021-10-09,41.5,-81.8,2021,10,9,3,Fall,54.0,
Gadsden,AL,etowah,2021-10-09,34.0,-86.0,2021,10,9,5,Fall,37.0,
Lexington,VA,lexingtoncity,2021-10-10,37.8,-79.5,2021,10,10,3,Fall,,
Black Mountain,NC,buncombe,2021-10-10,35.7,-82.4,2021,10,10,12,Fall,30.0,
Winston Salem,NC,forsyth,2021-10-10,36.1,-80.3,2021,10,10,88,Fall,32.0,67.666667
Liberty,SC,pickens,2021-10-10,34.7,-82.7,2021,10,10,3,Fall,,
Kansas City,MO,jackson,2021-10-10,39.2,-94.5,2021,10,10,26,Fall,47.0,72.65625
Marietta,GA,cobb,2021-10-10,34.0,-84.4,2021,10,10,14,Fall,52.0,
Simpsonville,SC,greenville,2021-10-10,34.7,-82.3,2021,10,10,1,Fall,32.0,69.3625
Richwood,OH,union,2021-10-10,40.4,-83.3,2021,10,10,1,Fall,,
Marietta,GA,cobb,2021-10-10,34.0,-84.5,2021,10,10,7,Fall,52.0,
Atlanta,GA,fulton,2021-10-10,33.8,-84.4,2021,10,10,29,Fall,52.0,
Robbinsville,NC,graham,2021-10-10,35.4,-83.9,2021,10,10,16,Fall,42.0,
Downers Grove,IL,dupage,2021-10-10,41.8,-88.0,2021,10,10,2,Fall,66.0,
Talihina,OK,latimer,2021-10-10,34.8,-95.1,2021,10,10,7,Fall,,
Sewickley,PA,allegheny,2021-10-10,40.5,-80.2,2021,10,10,10,Fall,36.0,66.91145825
Mason,TX,mason,2021-10-10,30.9,-99.4,2021,10,10,194,Fall,,
Roanoke,VA,roanokecity,2021-10-10,37.3,-80.0,2021,10,10,54,Fall,,
Roanoke,VA,salem,2021-10-10,37.3,-80.0,2021,10,10,12,Fall,,
Paducah,KY,mccracken,2021-10-10,37.1,-88.7,2021,10,10,120,Fall,60.0,
Atlanta,GA,cobb,2021-10-10,34.0,-84.4,2021,10,10,8,Fall,52.0,
Media,PA,delaware,2021-10-10,39.9,-75.4,2021,10,10,0,Fall,51.0,
Cumming,GA,forsyth,2021-10-10,34.2,-84.2,2021,10,10,9,Fall,,
Oilville,VA,goochland,2021-10-10,37.7,-77.8,2021,10,10,3,Fall,,
Atlanta,GA,cobb,2021-10-10,33.9,-84.2,2021,10,10,24,Fall,52.0,
Charleston,IL,coles,2021-10-10,39.5,-88.2,2021,10,10,30,Fall,,
Pahrump,NV,nye,2021-10-10,36.2,-116.0,2021,10,10,30,Fall,14.0,
Kansas City,MO,clay,2021-10-10,39.2,-94.5,2021,10,10,42,Fall,45.0,71.208333
Roanoke,VA,botetourt,2021-10-10,37.3,-80.0,2021,10,10,12,Fall,,
Bellville,OH,richland,2021-10-10,40.6,-82.5,2021,10,10,2,Fall,,
Pismo Beach,CA,sanluisobispo,2021-10-10,35.2,-120.7,2021,10,10,2,Fall,54.0,59.19166683333333
Roanoke,VA,roanoke,2021-10-10,37.3,-80.0,2021,10,10,36,Fall,31.0,65.0875
Keller,TX,tarrant,2021-10-10,32.9,-97.2,2021,10,10,6,Fall,41.0,77.31646833333333
Belington,WV,barbour,2021-10-10,39.1,-79.9,2021,10,10,1,Fall,,
Seymour,TN,sevier,2021-10-10,35.9,-83.7,2021,10,10,2,Fall,44.0,57.979167
Atlanta,GA,cobb,2021-10-10,33.9,-84.3,2021,10,10,24,Fall,52.0,
Chapel Hill,NC,orange,2021-10-10,35.9,-79.1,2021,10,10,4,Fall,,
Burlington,KY,boone,2021-10-10,39.0,-84.7,2021,10,10,8,Fall,39.0,70.166667
Westfield,IN,hamilton,2021-10-10,40.1,-86.1,2021,10,10,60,Fall,62.0,
Tulsa,OK,creek,2021-10-10,36.2,-96.0,2021,10,10,4,Fall,41.0,73.708333
Mankato,MN,nicollet,2021-10-10,44.2,-94.0,2021,10,10,4,Fall,,
Richardson,TX,dallas,2021-10-10,32.9,-96.7,2021,10,10,2,Fall,38.0,78.5309524
Mankato,MN,blueearth,2021-10-10,44.2,-94.0,2021,10,10,5,Fall,,
Tulsa,OK,tulsa,2021-10-10,36.2,-96.0,2021,10,10,32,Fall,48.0,76.051786
West Townsend,MA,middlesex,2021-10-10,42.7,-71.7,2021,10,10,3,Fall,34.0,
Bargersville,IN,johnson,2021-10-10,39.5,-86.2,2021,10,10,10,Fall,,
Mount Washington,KY,bullitt,2021-10-10,38.1,-85.5,2021,10,10,4,Fall,41.0,
South Haven,MI,vanburen,2021-10-10,42.4,-86.3,2021,10,10,3,Fall,,
Tulsa,OK,tulsa,2021-10-10,36.2,-95.9,2021,10,10,8,Fall,48.0,76.051786
Reston,VA,fairfax,2021-10-10,38.9,-77.3,2021,10,10,4,Fall,47.0,67.758333
Wappingers Falls,NY,dutchess,2021-10-10,41.5,-74.0,2021,10,10,8,Fall,23.0,
Edwardsville,IL,madison,2021-10-10,38.8,-90.0,2021,10,10,60,Fall,75.0,
Geneva,IL,kane,2021-10-10,41.9,-88.3,2021,10,10,1,Fall,63.0,
Republic,MO,greene,2021-10-10,37.1,-93.5,2021,10,10,3,Fall,45.0,73.0
Cincinnati,OH,hamilton,2021-10-10,39.1,-84.4,2021,10,10,333,Fall,62.0,74.354167
Cincinnati,OH,hamilton,2021-10-10,39.2,-84.6,2021,10,10,666,Fall,62.0,74.354167
Mc Donough,NY,chenango,2021-10-10,42.5,-75.8,2021,10,10,2,Fall,,
Tupelo,MS,lee,2021-10-10,34.2,-88.7,2021,10,10,80,Fall,42.0,
Plano,TX,collin,2021-10-10,33.1,-96.7,2021,10,10,6,Fall,32.0,77.375
West Fork,AR,washington,2021-10-10,35.9,-94.2,2021,10,10,1,Fall,54.0,
Conneaut,OH,ashtabula,2021-10-10,41.9,-80.7,2021,10,10,14,Fall,27.0,
Saint Louis,MO,saintlouis,2021-10-10,38.6,-90.2,2021,10,10,836,Fall,50.0,77.94444433333332
Auburn,NY,cayuga,2021-10-10,42.9,-76.6,2021,10,10,21,Fall,,
Georgetown,TX,williamson,2021-10-10,30.6,-97.7,2021,10,10,4,Fall,,
Lakeville,MN,dakota,2021-10-10,44.7,-93.2,2021,10,10,3,Fall,35.0,
Mount Pleasant,MI,isabella,2021-10-10,43.7,-84.7,2021,10,10,3,Fall,,
Mount Juliet,TN,wilson,2021-10-10,36.2,-86.5,2021,10,10,8,Fall,44.0,
Spartanburg,SC,spartanburg,2021-10-10,34.8,-81.8,2021,10,10,33,Fall,27.0,
Camdenton,MO,camden,2021-10-10,38.0,-92.7,2021,10,10,12,Fall,,
Dallas,TX,dallas,2021-10-10,32.8,-96.7,2021,10,10,46,Fall,38.0,78.5309524
Hambleton,WV,tucker,2021-10-10,39.1,-79.6,2021,10,10,1,Fall,30.0,
Farmington,MO,saintfrancois,2021-10-10,37.7,-90.4,2021,10,10,10,Fall,,
Huntingdon,TN,carroll,2021-10-10,36.0,-88.4,2021,10,10,18,Fall,,
Atlanta,GA,fulton,2021-10-10,33.9,-84.3,2021,10,10,87,Fall,52.0,
Travelers Rest,SC,greenville,2021-10-10,35.0,-82.5,2021,10,10,2,Fall,32.0,69.3625
Norman,OK,cleveland,2021-10-10,35.2,-97.4,2021,10,10,12,Fall,43.0,72.1375
Lewisburg,WV,greenbrier,2021-10-10,37.9,-80.4,2021,10,10,1,Fall,,
Atlanta,GA,fulton,2021-10-10,33.9,-84.2,2021,10,10,87,Fall,52.0,
Atlanta,GA,fulton,2021-10-10,34.0,-84.4,2021,10,10,29,Fall,52.0,
Ocean Springs,MS,jackson,2021-10-10,30.4,-88.8,2021,10,10,30,Fall,51.0,77.241667
Lenexa,KS,johnson,2021-10-10,39.0,-94.7,2021,10,10,42,Fall,44.0,71.458333
Kansas City,MO,platte,2021-10-10,39.2,-94.5,2021,10,10,20,Fall,,
Fredericksburg,VA,fredericksburgcity,2021-10-10,38.3,-77.5,2021,10,10,4,Fall,,
Spring Hill,TN,maury,2021-10-10,35.7,-86.9,2021,10,10,4,Fall,55.0,
Minneapolis,MN,anoka,2021-10-10,44.9,-93.3,2021,10,10,12,Fall,29.0,
Tulsa,OK,creek,2021-10-10,36.2,-95.9,2021,10,10,1,Fall,41.0,73.708333
Fredericksburg,VA,spotsylvania,2021-10-10,38.3,-77.5,2021,10,10,8,Fall,,
Lawrence,KS,douglas,2021-10-10,39.0,-95.2,2021,10,10,4,Fall,,
Dallas,TX,dallas,2021-10-10,32.9,-96.7,2021,10,10,115,Fall,38.0,78.5309524
Mckinney,TX,collin,2021-10-10,33.2,-96.7,2021,10,10,12,Fall,32.0,77.375
Munster,IN,lake,2021-10-10,41.6,-87.5,2021,10,10,2,Fall,67.0,74.40277766666667
Magnolia,TX,montgomery,2021-10-10,30.2,-95.6,2021,10,10,5,Fall,33.0,78.75
Fayetteville,GA,fayette,2021-10-10,33.4,-84.4,2021,10,10,2,Fall,,
Dallas,TX,dallas,2021-10-10,32.9,-96.8,2021,10,10,46,Fall,38.0,78.5309524
South China,ME,kennebec,2021-10-10,44.5,-69.5,2021,10,10,3,Fall,,
Itasca,IL,dupage,2021-10-10,42.0,-88.0,2021,10,10,1,Fall,66.0,
Quincy,MA,norfolk,2021-10-10,42.3,-71.0,2021,10,10,12,Fall,36.0,60.916666500000005
New Ringgold,PA,schuylkill,2021-10-10,40.6,-76.0,2021,10,10,20,Fall,,
Fredericksburg,VA,stafford,2021-10-10,38.3,-77.5,2021,10,10,10,Fall,26.0,
Lawrenceville,GA,gwinnett,2021-10-10,34.0,-84.0,2021,10,10,3,Fall,37.0,70.104167
Cincinnati,OH,clermont,2021-10-10,39.1,-84.4,2021,10,10,9,Fall,51.0,
Annapolis,MD,annearundel,2021-10-10,38.9,-76.5,2021,10,10,20,Fall,20.0,66.79166649999999
Cincinnati,OH,clermont,2021-10-10,39.2,-84.6,2021,10,10,18,Fall,51.0,
Dahlonega,GA,lumpkin,2021-10-10,34.6,-84.0,2021,10,10,8,Fall,,
Flat Rock,MI,wayne,2021-10-10,42.1,-83.3,2021,10,10,15,Fall,58.0,70.9041666
Gause,TX,milam,2021-10-10,30.7,-96.7,2021,10,10,2,Fall,,
Dallas,TX,collin,2021-10-10,32.8,-96.7,2021,10,10,4,Fall,32.0,77.375
Minneapolis,MN,hennepin,2021-10-10,44.9,-93.3,2021,10,10,31,Fall,29.0,
Dearborn Heights,MI,wayne,2021-10-10,42.3,-83.3,2021,10,10,2,Fall,58.0,70.9041666
Wellston,OK,lincoln,2021-10-10,35.7,-97.0,2021,10,10,15,Fall,,
Sand Springs,OK,tulsa,2021-10-10,36.1,-96.3,2021,10,10,24,Fall,48.0,76.051786
Oklahoma City,OK,cleveland,2021-10-10,35.5,-97.6,2021,10,10,30,Fall,43.0,72.1375
Laurel,MS,jones,2021-10-10,31.7,-89.1,2021,10,10,18,Fall,,
Grass Lake,MI,jackson,2021-10-10,42.3,-84.2,2021,10,10,1,Fall,,
Atlanta,GA,dekalb,2021-10-10,33.9,-84.3,2021,10,10,51,Fall,44.0,68.810417
Bethesda,MD,montgomery,2021-10-10,39.0,-77.1,2021,10,10,8,Fall,24.0,64.75
Northumberland,PA,northumberland,2021-10-10,40.9,-76.7,2021,10,10,50,Fall,,
Coal City,IL,grundy,2021-10-10,41.3,-88.3,2021,10,10,8,Fall,,
New Orleans,LA,jefferson,2021-10-10,30.0,-90.1,2021,10,10,6,Fall,55.0,78.333333
Wellington,OH,lorain,2021-10-10,41.2,-82.2,2021,10,10,2,Fall,35.0,
Woodstock,GA,cherokee,2021-10-10,34.1,-84.5,2021,10,10,8,Fall,,
Gainesville,GA,hall,2021-10-10,34.2,-83.9,2021,10,10,20,Fall,36.0,71.341667
Port Crane,NY,broome,2021-10-10,42.2,-75.8,2021,10,10,4,Fall,,57.666667
Dallas,TX,collin,2021-10-10,32.9,-96.8,2021,10,10,4,Fall,32.0,77.375
Asheville,NC,buncombe,2021-10-10,35.6,-82.5,2021,10,10,9,Fall,30.0,
Dallas,TX,collin,2021-10-10,32.9,-96.7,2021,10,10,10,Fall,32.0,77.375
Buffalo,NY,erie,2021-10-10,43.0,-78.8,2021,10,10,78,Fall,31.0,
Chicago,IL,cook,2021-10-10,41.9,-87.6,2021,10,10,58,Fall,72.0,72.625
Greenville,SC,greenville,2021-10-10,34.9,-82.4,2021,10,10,14,Fall,32.0,69.3625
Chicago,IL,cook,2021-10-10,42.0,-87.8,2021,10,10,58,Fall,72.0,72.625
Atlanta,GA,cobb,2021-10-10,33.8,-84.4,2021,10,10,8,Fall,52.0,
Ash Grove,MO,greene,2021-10-10,37.4,-93.6,2021,10,10,8,Fall,45.0,73.0
Atlanta,GA,dekalb,2021-10-10,33.8,-84.4,2021,10,10,17,Fall,44.0,68.810417
Urbana,IL,champaign,2021-10-10,40.1,-88.2,2021,10,10,2,Fall,59.0,75.583333
Elyria,OH,lorain,2021-10-10,41.3,-82.1,2021,10,10,6,Fall,35.0,
Hackensack,NJ,bergen,2021-10-10,40.9,-74.0,2021,10,10,2,Fall,25.0,
Stearns,KY,mccreary,2021-10-10,36.8,-84.6,2021,10,10,1,Fall,,
Atlanta,GA,dekalb,2021-10-10,33.9,-84.2,2021,10,10,51,Fall,44.0,68.810417
Atlanta,GA,dekalb,2021-10-10,34.0,-84.4,2021,10,10,17,Fall,44.0,68.810417
Buford,GA,gwinnett,2021-10-10,34.2,-84.0,2021,10,10,4,Fall,37.0,70.104167
Jacksonville,FL,duval,2021-10-10,30.3,-81.7,2021,10,10,22,Fall,41.0,
Chelsea,OK,rogers,2021-10-10,36.5,-95.4,2021,10,10,3,Fall,,
Buford,GA,gwinnett,2021-10-10,34.1,-84.1,2021,10,10,40,Fall,37.0,70.104167
Edmond,OK,oklahoma,2021-10-10,35.7,-97.5,2021,10,10,20,Fall,47.0,72.4825002
Sterling Heights,MI,macomb,2021-10-10,42.6,-83.0,2021,10,10,6,Fall,54.0,69.0625
Northfield,OH,summit,2021-10-10,41.3,-81.6,2021,10,10,12,Fall,34.0,
